index1,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,quality rating
643,643,9.5,0.59,0.44,2.3,0.071,21,68,3.46,0.63,9.5,5,2
644,644,9.9,0.54,0.45,2.3,0.071,16,40,3.39,0.62,9.4,5,2
645,645,7.8,0.64,0.1,6,0.115,5,11,3.37,0.69,10.1,7,3
646,646,7.3,0.67,0.05,3.6,0.107,6,20,3.4,0.63,10.1,5,2
647,647,8.3,0.845,0.01,2.2,0.07,5,14,3.32,0.58,11,4,1
648,648,8.7,0.48,0.3,2.8,0.066,10,28,3.33,0.67,11.2,7,3
649,649,6.7,0.42,0.27,8.6,0.068,24,148,3.16,0.57,11.3,6,2
650,650,10.7,0.43,0.39,2.2,0.106,8,32,2.89,0.5,9.6,5,2
651,651,9.8,0.88,0.25,2.5,0.104,35,155,3.41,0.67,11.2,5,2
652,652,15.9,0.36,0.65,7.5,0.096,22,71,2.98,0.84,14.9,5,2
653,653,9.4,0.33,0.59,2.8,0.079,9,30,3.12,0.54,12,6,2
654,654,8.6,0.47,0.47,2.4,0.074,7,29,3.08,0.46,9.5,5,2
655,655,9.7,0.55,0.17,2.9,0.087,20,53,3.14,0.61,9.4,5,2
656,656,10.7,0.43,0.39,2.2,0.106,8,32,2.89,0.5,9.6,5,2
657,657,12,0.5,0.59,1.4,0.073,23,42,2.92,0.68,10.5,7,3
658,658,7.2,0.52,0.07,1.4,0.074,5,20,3.32,0.81,9.6,6,2
659,659,7.1,0.84,0.02,4.4,0.096,5,13,3.41,0.57,11,4,1
660,660,7.2,0.52,0.07,1.4,0.074,5,20,3.32,0.81,9.6,6,2
661,661,7.5,0.42,0.31,1.6,0.08,15,42,3.31,0.64,9,5,2
662,662,7.2,0.57,0.06,1.6,0.076,9,27,3.36,0.7,9.6,6,2
663,663,10.1,0.28,0.46,1.8,0.05,5,13,3.04,0.79,10.2,6,2
664,664,12.1,0.4,0.52,2,0.092,15,54,3.03,0.66,10.2,5,2
665,665,9.4,0.59,0.14,2,0.084,25,48,3.14,0.56,9.7,5,2
666,666,8.3,0.49,0.36,1.8,0.222,6,16,3.18,0.6,9.5,6,2
667,667,11.3,0.34,0.45,2,0.082,6,15,2.94,0.66,9.2,6,2
668,668,10,0.73,0.43,2.3,0.059,15,31,3.15,0.57,11,5,2
669,669,11.3,0.34,0.45,2,0.082,6,15,2.94,0.66,9.2,6,2
670,670,6.9,0.4,0.24,2.5,0.083,30,45,3.26,0.58,10,5,2
671,671,8.2,0.73,0.21,1.7,0.074,5,13,3.2,0.52,9.5,5,2
672,672,9.8,1.24,0.34,2,0.079,32,151,3.15,0.53,9.5,5,2
673,673,8.2,0.73,0.21,1.7,0.074,5,13,3.2,0.52,9.5,5,2
674,674,10.8,0.4,0.41,2.2,0.084,7,17,3.08,0.67,9.3,6,2
675,675,9.3,0.41,0.39,2.2,0.064,12,31,3.26,0.65,10.2,5,2
676,676,10.8,0.4,0.41,2.2,0.084,7,17,3.08,0.67,9.3,6,2
677,677,8.6,0.8,0.11,2.3,0.084,12,31,3.4,0.48,9.9,5,2
678,678,8.3,0.78,0.1,2.6,0.081,45,87,3.48,0.53,10,5,2
679,679,10.8,0.26,0.45,3.3,0.06,20,49,3.13,0.54,9.6,5,2
680,680,13.3,0.43,0.58,1.9,0.07,15,40,3.06,0.49,9,5,2
681,681,8,0.45,0.23,2.2,0.094,16,29,3.21,0.49,10.2,6,2
682,682,8.5,0.46,0.31,2.25,0.078,32,58,3.33,0.54,9.8,5,2
683,683,8.1,0.78,0.23,2.6,0.059,5,15,3.37,0.56,11.3,5,2
684,684,9.8,0.98,0.32,2.3,0.078,35,152,3.25,0.48,9.4,5,2
685,685,8.1,0.78,0.23,2.6,0.059,5,15,3.37,0.56,11.3,5,2
686,686,7.1,0.65,0.18,1.8,0.07,13,40,3.44,0.6,9.1,5,2
687,687,9.1,0.64,0.23,3.1,0.095,13,38,3.28,0.59,9.7,5,2
688,688,7.7,0.66,0.04,1.6,0.039,4,9,3.4,0.47,9.4,5,2
689,689,8.1,0.38,0.48,1.8,0.157,5,17,3.3,1.05,9.4,5,2
690,690,7.4,1.185,0,4.25,0.097,5,14,3.63,0.54,10.7,3,1
691,691,9.2,0.92,0.24,2.6,0.087,12,93,3.48,0.54,9.8,5,2
692,692,8.6,0.49,0.51,2,0.422,16,62,3.03,1.17,9,5,2
693,693,9,0.48,0.32,2.8,0.084,21,122,3.32,0.62,9.4,5,2
694,694,9,0.47,0.31,2.7,0.084,24,125,3.31,0.61,9.4,5,2
695,695,5.1,0.47,0.02,1.3,0.034,18,44,3.9,0.62,12.8,6,2
696,696,7,0.65,0.02,2.1,0.066,8,25,3.47,0.67,9.5,6,2
697,697,7,0.65,0.02,2.1,0.066,8,25,3.47,0.67,9.5,6,2
698,698,9.4,0.615,0.28,3.2,0.087,18,72,3.31,0.53,9.7,5,2
699,699,11.8,0.38,0.55,2.1,0.071,5,19,3.11,0.62,10.8,6,2
700,700,10.6,1.02,0.43,2.9,0.076,26,88,3.08,0.57,10.1,6,2
701,701,7,0.65,0.02,2.1,0.066,8,25,3.47,0.67,9.5,6,2
702,702,7,0.64,0.02,2.1,0.067,9,23,3.47,0.67,9.4,6,2
703,703,7.5,0.38,0.48,2.6,0.073,22,84,3.32,0.7,9.6,4,1
704,704,9.1,0.765,0.04,1.6,0.078,4,14,3.29,0.54,9.7,4,1
705,705,8.4,1.035,0.15,6,0.073,11,54,3.37,0.49,9.9,5,2
706,706,7,0.78,0.08,2,0.093,10,19,3.4,0.47,10,5,2
707,707,7.4,0.49,0.19,3,0.077,16,37,3.37,0.51,10.5,5,2
708,708,7.8,0.545,0.12,2.5,0.068,11,35,3.34,0.61,11.6,6,2
709,709,9.7,0.31,0.47,1.6,0.062,13,33,3.27,0.66,10,6,2
710,710,10.6,1.025,0.43,2.8,0.08,21,84,3.06,0.57,10.1,5,2
711,711,8.9,0.565,0.34,3,0.093,16,112,3.38,0.61,9.5,5,2
712,712,8.7,0.69,0,3.2,0.084,13,33,3.36,0.45,9.4,5,2
713,713,8,0.43,0.36,2.3,0.075,10,48,3.34,0.46,9.4,5,2
714,714,9.9,0.74,0.28,2.6,0.078,21,77,3.28,0.51,9.8,5,2
715,715,7.2,0.49,0.18,2.7,0.069,13,34,3.29,0.48,9.2,6,2
716,716,8,0.43,0.36,2.3,0.075,10,48,3.34,0.46,9.4,5,2
717,717,7.6,0.46,0.11,2.6,0.079,12,49,3.21,0.57,10,5,2
718,718,8.4,0.56,0.04,2,0.082,10,22,3.22,0.44,9.6,5,2
719,719,7.1,0.66,0,3.9,0.086,17,45,3.46,0.54,9.5,5,2
720,720,8.4,0.56,0.04,2,0.082,10,22,3.22,0.44,9.6,5,2
721,721,8.9,0.48,0.24,2.85,0.094,35,106,3.1,0.53,9.2,5,2
722,722,7.6,0.42,0.08,2.7,0.084,15,48,3.21,0.59,10,5,2
723,723,7.1,0.31,0.3,2.2,0.053,36,127,2.94,1.62,9.5,5,2
724,724,7.5,1.115,0.1,3.1,0.086,5,12,3.54,0.6,11.2,4,1
725,725,9,0.66,0.17,3,0.077,5,13,3.29,0.55,10.4,5,2
726,726,8.1,0.72,0.09,2.8,0.084,18,49,3.43,0.72,11.1,6,2
727,727,6.4,0.57,0.02,1.8,0.067,4,11,3.46,0.68,9.5,5,2
728,728,6.4,0.57,0.02,1.8,0.067,4,11,3.46,0.68,9.5,5,2
729,729,6.4,0.865,0.03,3.2,0.071,27,58,3.61,0.49,12.7,6,2
730,730,9.5,0.55,0.66,2.3,0.387,12,37,3.17,0.67,9.6,5,2
731,731,8.9,0.875,0.13,3.45,0.088,4,14,3.44,0.52,11.5,5,2
732,732,7.3,0.835,0.03,2.1,0.092,10,19,3.39,0.47,9.6,5,2
733,733,7,0.45,0.34,2.7,0.082,16,72,3.55,0.6,9.5,5,2
734,734,7.7,0.56,0.2,2,0.075,9,39,3.48,0.62,9.3,5,2
735,735,7.7,0.965,0.1,2.1,0.112,11,22,3.26,0.5,9.5,5,2
736,736,7.7,0.965,0.1,2.1,0.112,11,22,3.26,0.5,9.5,5,2
737,737,8.2,0.59,0,2.5,0.093,19,58,3.5,0.65,9.3,6,2
738,738,9,0.46,0.23,2.8,0.092,28,104,3.1,0.56,9.2,5,2
739,739,9,0.69,0,2.4,0.088,19,38,3.35,0.6,9.3,5,2
740,740,8.3,0.76,0.29,4.2,0.075,12,16,3.45,0.68,11.5,6,2
741,741,9.2,0.53,0.24,2.6,0.078,28,139,3.21,0.57,9.5,5,2
742,742,6.5,0.615,0,1.9,0.065,9,18,3.46,0.65,9.2,5,2
743,743,11.6,0.41,0.58,2.8,0.096,25,101,3.13,0.53,10,5,2
744,744,11.1,0.39,0.54,2.7,0.095,21,101,3.13,0.51,9.5,5,2
745,745,7.3,0.51,0.18,2.1,0.07,12,28,3.52,0.73,9.5,6,2
746,746,8.2,0.34,0.38,2.5,0.08,12,57,3.3,0.47,9,6,2
747,747,8.6,0.33,0.4,2.6,0.083,16,68,3.3,0.48,9.4,5,2
748,748,7.2,0.5,0.18,2.1,0.071,12,31,3.52,0.72,9.6,6,2
749,749,7.3,0.51,0.18,2.1,0.07,12,28,3.52,0.73,9.5,6,2
750,750,8.3,0.65,0.1,2.9,0.089,17,40,3.29,0.55,9.5,5,2
751,751,8.3,0.65,0.1,2.9,0.089,17,40,3.29,0.55,9.5,5,2
752,752,7.6,0.54,0.13,2.5,0.097,24,66,3.39,0.61,9.4,5,2
753,753,8.3,0.65,0.1,2.9,0.089,17,40,3.29,0.55,9.5,5,2
754,754,7.8,0.48,0.68,1.7,0.415,14,32,3.09,1.06,9.1,6,2
755,755,7.8,0.91,0.07,1.9,0.058,22,47,3.51,0.43,10.7,6,2
756,756,6.3,0.98,0.01,2,0.057,15,33,3.6,0.46,11.2,6,2
757,757,8.1,0.87,0,2.2,0.084,10,31,3.25,0.5,9.8,5,2
758,758,8.1,0.87,0,2.2,0.084,10,31,3.25,0.5,9.8,5,2
759,759,8.8,0.42,0.21,2.5,0.092,33,88,3.19,0.52,9.2,5,2
760,760,9,0.58,0.25,2.8,0.075,9,104,3.23,0.57,9.7,5,2
761,761,9.3,0.655,0.26,2,0.096,5,35,3.25,0.42,9.6,5,2
762,762,8.8,0.7,0,1.7,0.069,8,19,3.31,0.53,10,6,2
763,763,9.3,0.655,0.26,2,0.096,5,35,3.25,0.42,9.6,5,2
764,764,9.1,0.68,0.11,2.8,0.093,11,44,3.31,0.55,9.5,6,2
765,765,9.2,0.67,0.1,3,0.091,12,48,3.31,0.54,9.5,6,2
766,766,8.8,0.59,0.18,2.9,0.089,12,74,3.14,0.54,9.4,5,2
767,767,7.5,0.6,0.32,2.7,0.103,13,98,3.45,0.62,9.5,5,2
768,768,7.1,0.59,0.02,2.3,0.082,24,94,3.55,0.53,9.7,6,2
769,769,7.9,0.72,0.01,1.9,0.076,7,32,3.39,0.54,9.6,5,2
770,770,7.1,0.59,0.02,2.3,0.082,24,94,3.55,0.53,9.7,6,2
771,771,9.4,0.685,0.26,2.4,0.082,23,143,3.28,0.55,9.4,5,2
772,772,9.5,0.57,0.27,2.3,0.082,23,144,3.27,0.55,9.4,5,2
773,773,7.9,0.4,0.29,1.8,0.157,1,44,3.3,0.92,9.5,6,2
774,774,7.9,0.4,0.3,1.8,0.157,2,45,3.31,0.91,9.5,6,2
775,775,7.2,1,0,3,0.102,7,16,3.43,0.46,10,5,2
776,776,6.9,0.765,0.18,2.4,0.243,5.5,48,3.4,0.6,10.3,6,2
777,777,6.9,0.635,0.17,2.4,0.241,6,18,3.4,0.59,10.3,6,2
778,778,8.3,0.43,0.3,3.4,0.079,7,34,3.36,0.61,10.5,5,2
779,779,7.1,0.52,0.03,2.6,0.076,21,92,3.5,0.6,9.8,5,2
780,780,7,0.57,0,2,0.19,12,45,3.31,0.6,9.4,6,2
781,781,6.5,0.46,0.14,2.4,0.114,9,37,3.66,0.65,9.8,5,2
782,782,9,0.82,0.05,2.4,0.081,26,96,3.36,0.53,10,5,2
783,783,6.5,0.46,0.14,2.4,0.114,9,37,3.66,0.65,9.8,5,2
784,784,7.1,0.59,0.01,2.5,0.077,20,85,3.55,0.59,9.8,5,2
785,785,9.9,0.35,0.41,2.3,0.083,11,61,3.21,0.5,9.5,5,2
786,786,9.9,0.35,0.41,2.3,0.083,11,61,3.21,0.5,9.5,5,2
787,787,10,0.56,0.24,2.2,0.079,19,58,3.18,0.56,10.1,6,2
788,788,10,0.56,0.24,2.2,0.079,19,58,3.18,0.56,10.1,6,2
789,789,8.6,0.63,0.17,2.9,0.099,21,119,3.09,0.52,9.3,5,2
790,790,7.4,0.37,0.43,2.6,0.082,18,82,3.33,0.68,9.7,6,2
791,791,8.8,0.64,0.17,2.9,0.084,25,130,3.23,0.54,9.6,5,2
792,792,7.1,0.61,0.02,2.5,0.081,17,87,3.48,0.6,9.7,6,2
793,793,7.7,0.6,0,2.6,0.055,7,13,3.38,0.56,10.8,5,2
794,794,10.1,0.27,0.54,2.3,0.065,7,26,3.17,0.53,12.5,6,2
795,795,10.8,0.89,0.3,2.6,0.132,7,60,2.99,1.18,10.2,5,2
796,796,8.7,0.46,0.31,2.5,0.126,24,64,3.1,0.74,9.6,5,2
797,797,9.3,0.37,0.44,1.6,0.038,21,42,3.24,0.81,10.8,7,3
798,798,9.4,0.5,0.34,3.6,0.082,5,14,3.29,0.52,10.7,6,2
799,799,9.4,0.5,0.34,3.6,0.082,5,14,3.29,0.52,10.7,6,2
800,800,7.2,0.61,0.08,4,0.082,26,108,3.25,0.51,9.4,5,2
801,801,8.6,0.55,0.09,3.3,0.068,8,17,3.23,0.44,10,5,2
802,802,5.1,0.585,0,1.7,0.044,14,86,3.56,0.94,12.9,7,3
803,803,7.7,0.56,0.08,2.5,0.114,14,46,3.24,0.66,9.6,6,2
804,804,8.4,0.52,0.22,2.7,0.084,4,18,3.26,0.57,9.9,6,2
805,805,8.2,0.28,0.4,2.4,0.052,4,10,3.33,0.7,12.8,7,3
806,806,8.4,0.25,0.39,2,0.041,4,10,3.27,0.71,12.5,7,3
807,807,8.2,0.28,0.4,2.4,0.052,4,10,3.33,0.7,12.8,7,3
808,808,7.4,0.53,0.12,1.9,0.165,4,12,3.26,0.86,9.2,5,2
809,809,7.6,0.48,0.31,2.8,0.07,4,15,3.22,0.55,10.3,6,2
810,810,7.3,0.49,0.1,2.6,0.068,4,14,3.3,0.47,10.5,5,2
811,811,12.9,0.5,0.55,2.8,0.072,7,24,3.09,0.68,10.9,6,2
812,812,10.8,0.45,0.33,2.5,0.099,20,38,3.24,0.71,10.8,5,2
813,813,6.9,0.39,0.24,2.1,0.102,4,7,3.44,0.58,11.4,4,1
814,814,12.6,0.41,0.54,2.8,0.103,19,41,3.21,0.76,11.3,6,2
815,815,10.8,0.45,0.33,2.5,0.099,20,38,3.24,0.71,10.8,5,2
816,816,9.8,0.51,0.19,3.2,0.081,8,30,3.23,0.58,10.5,6,2
817,817,10.8,0.29,0.42,1.6,0.084,19,27,3.28,0.73,11.9,6,2
818,818,7.1,0.715,0,2.35,0.071,21,47,3.29,0.45,9.4,5,2
819,819,9.1,0.66,0.15,3.2,0.097,9,59,3.28,0.54,9.6,5,2
820,820,7,0.685,0,1.9,0.099,9,22,3.34,0.6,9.7,5,2
821,821,4.9,0.42,0,2.1,0.048,16,42,3.71,0.74,14,7,3
822,822,6.7,0.54,0.13,2,0.076,15,36,3.61,0.64,9.8,5,2
823,823,6.7,0.54,0.13,2,0.076,15,36,3.61,0.64,9.8,5,2
824,824,7.1,0.48,0.28,2.8,0.068,6,16,3.24,0.53,10.3,5,2
825,825,7.1,0.46,0.14,2.8,0.076,15,37,3.36,0.49,10.7,5,2
826,826,7.5,0.27,0.34,2.3,0.05,4,8,3.4,0.64,11,7,3
827,827,7.1,0.46,0.14,2.8,0.076,15,37,3.36,0.49,10.7,5,2
828,828,7.8,0.57,0.09,2.3,0.065,34,45,3.46,0.74,12.7,8,3
829,829,5.9,0.61,0.08,2.1,0.071,16,24,3.56,0.77,11.1,6,2
830,830,7.5,0.685,0.07,2.5,0.058,5,9,3.38,0.55,10.9,4,1
831,831,5.9,0.61,0.08,2.1,0.071,16,24,3.56,0.77,11.1,6,2
832,832,10.4,0.44,0.42,1.5,0.145,34,48,3.38,0.86,9.9,3,1
833,833,11.6,0.47,0.44,1.6,0.147,36,51,3.38,0.86,9.9,4,1
834,834,8.8,0.685,0.26,1.6,0.088,16,23,3.32,0.47,9.4,5,2
835,835,7.6,0.665,0.1,1.5,0.066,27,55,3.39,0.51,9.3,5,2
836,836,6.7,0.28,0.28,2.4,0.012,36,100,3.26,0.39,11.7,7,3
837,837,6.7,0.28,0.28,2.4,0.012,36,100,3.26,0.39,11.7,7,3
838,838,10.1,0.31,0.35,1.6,0.075,9,28,3.24,0.83,11.2,7,3
839,839,6,0.5,0.04,2.2,0.092,13,26,3.46,0.47,10,5,2
840,840,11.1,0.42,0.47,2.65,0.085,9,34,3.24,0.77,12.1,7,3
841,841,6.6,0.66,0,3,0.115,21,31,3.45,0.63,10.3,5,2
842,842,10.6,0.5,0.45,2.6,0.119,34,68,3.23,0.72,10.9,6,2
843,843,7.1,0.685,0.35,2,0.088,9,92,3.28,0.62,9.4,5,2
844,844,9.9,0.25,0.46,1.7,0.062,26,42,3.18,0.83,10.6,6,2
845,845,6.4,0.64,0.21,1.8,0.081,14,31,3.59,0.66,9.8,5,2
846,846,6.4,0.64,0.21,1.8,0.081,14,31,3.59,0.66,9.8,5,2
847,847,7.4,0.68,0.16,1.8,0.078,12,39,3.5,0.7,9.9,6,2
848,848,6.4,0.64,0.21,1.8,0.081,14,31,3.59,0.66,9.8,5,2
849,849,6.4,0.63,0.21,1.6,0.08,12,32,3.58,0.66,9.8,5,2
850,850,9.3,0.43,0.44,1.9,0.085,9,22,3.28,0.55,9.5,5,2
851,851,9.3,0.43,0.44,1.9,0.085,9,22,3.28,0.55,9.5,5,2
852,852,8,0.42,0.32,2.5,0.08,26,122,3.22,1.07,9.7,5,2
853,853,9.3,0.36,0.39,1.5,0.08,41,55,3.47,0.73,10.9,6,2
854,854,9.3,0.36,0.39,1.5,0.08,41,55,3.47,0.73,10.9,6,2
855,855,7.6,0.735,0.02,2.5,0.071,10,14,3.51,0.71,11.7,7,3
856,856,9.3,0.36,0.39,1.5,0.08,41,55,3.47,0.73,10.9,6,2
857,857,8.2,0.26,0.34,2.5,0.073,16,47,3.4,0.78,11.3,7,3
858,858,11.7,0.28,0.47,1.7,0.054,17,32,3.15,0.67,10.6,7,3
859,859,6.8,0.56,0.22,1.8,0.074,15,24,3.4,0.82,11.2,6,2
860,860,7.2,0.62,0.06,2.7,0.077,15,85,3.51,0.54,9.5,5,2
861,861,5.8,1.01,0.66,2,0.039,15,88,3.66,0.6,11.5,6,2
862,862,7.5,0.42,0.32,2.7,0.067,7,25,3.24,0.44,10.4,5,2
863,863,7.2,0.62,0.06,2.5,0.078,17,84,3.51,0.53,9.7,5,2
864,864,7.2,0.62,0.06,2.7,0.077,15,85,3.51,0.54,9.5,5,2
865,865,7.2,0.635,0.07,2.6,0.077,16,86,3.51,0.54,9.7,5,2
866,866,6.8,0.49,0.22,2.3,0.071,13,24,3.41,0.83,11.3,6,2
867,867,6.9,0.51,0.23,2,0.072,13,22,3.4,0.84,11.2,6,2
868,868,6.8,0.56,0.22,1.8,0.074,15,24,3.4,0.82,11.2,6,2
869,869,7.6,0.63,0.03,2,0.08,27,43,3.44,0.64,10.9,6,2
870,870,7.7,0.715,0.01,2.1,0.064,31,43,3.41,0.57,11.8,6,2
871,871,6.9,0.56,0.03,1.5,0.086,36,46,3.53,0.57,10.6,5,2
872,872,7.3,0.35,0.24,2,0.067,28,48,3.43,0.54,10,4,1
873,873,9.1,0.21,0.37,1.6,0.067,6,10,3.23,0.58,11.1,7,3
874,874,10.4,0.38,0.46,2.1,0.104,6,10,3.12,0.65,11.8,7,3
875,875,8.8,0.31,0.4,2.8,0.109,7,16,3.31,0.79,11.8,7,3
876,876,7.1,0.47,0,2.2,0.067,7,14,3.4,0.58,10.9,4,1
877,877,7.7,0.715,0.01,2.1,0.064,31,43,3.41,0.57,11.8,6,2
878,878,8.8,0.61,0.19,4,0.094,30,69,3.22,0.5,10,6,2
879,879,7.2,0.6,0.04,2.5,0.076,18,88,3.53,0.55,9.5,5,2
880,880,9.2,0.56,0.18,1.6,0.078,10,21,3.15,0.49,9.9,5,2
881,881,7.6,0.715,0,2.1,0.068,30,35,3.48,0.65,11.4,6,2
882,882,8.4,0.31,0.29,3.1,0.194,14,26,3.22,0.78,12,6,2
883,883,7.2,0.6,0.04,2.5,0.076,18,88,3.53,0.55,9.5,5,2
884,884,8.8,0.61,0.19,4,0.094,30,69,3.22,0.5,10,6,2
885,885,8.9,0.75,0.14,2.5,0.086,9,30,3.34,0.64,10.5,5,2
886,886,9,0.8,0.12,2.4,0.083,8,28,3.33,0.65,10.4,6,2
887,887,10.7,0.52,0.38,2.6,0.066,29,56,3.15,0.79,12.1,7,3
888,888,6.8,0.57,0,2.5,0.072,32,64,3.43,0.56,11.2,6,2
889,889,10.7,0.9,0.34,6.6,0.112,23,99,3.22,0.68,9.3,5,2
890,890,7.2,0.34,0.24,2,0.071,30,52,3.44,0.58,10.1,5,2
891,891,7.2,0.66,0.03,2.3,0.078,16,86,3.53,0.57,9.7,5,2
892,892,10.1,0.45,0.23,1.9,0.082,10,18,3.22,0.65,9.3,6,2
893,893,7.2,0.66,0.03,2.3,0.078,16,86,3.53,0.57,9.7,5,2
894,894,7.2,0.63,0.03,2.2,0.08,17,88,3.53,0.58,9.8,6,2
895,895,7.1,0.59,0.01,2.3,0.08,27,43,3.42,0.58,10.7,6,2
896,896,8.3,0.31,0.39,2.4,0.078,17,43,3.31,0.77,12.5,7,3
897,897,7.1,0.59,0.01,2.3,0.08,27,43,3.42,0.58,10.7,6,2
898,898,8.3,0.31,0.39,2.4,0.078,17,43,3.31,0.77,12.5,7,3
899,899,8.3,1.02,0.02,3.4,0.084,6,11,3.48,0.49,11,3,1
900,900,8.9,0.31,0.36,2.6,0.056,10,39,3.4,0.69,11.8,5,2
901,901,7.4,0.635,0.1,2.4,0.08,16,33,3.58,0.69,10.8,7,3
902,902,7.4,0.635,0.1,2.4,0.08,16,33,3.58,0.69,10.8,7,3
903,903,6.8,0.59,0.06,6,0.06,11,18,3.41,0.59,10.8,7,3
904,904,6.8,0.59,0.06,6,0.06,11,18,3.41,0.59,10.8,7,3
905,905,9.2,0.58,0.2,3,0.081,15,115,3.23,0.59,9.5,5,2
906,906,7.2,0.54,0.27,2.6,0.084,12,78,3.39,0.71,11,5,2
907,907,6.1,0.56,0,2.2,0.079,6,9,3.59,0.54,11.5,6,2
908,908,7.4,0.52,0.13,2.4,0.078,34,61,3.43,0.59,10.8,6,2
909,909,7.3,0.305,0.39,1.2,0.059,7,11,3.29,0.52,11.5,6,2
910,910,9.3,0.38,0.48,3.8,0.132,3,11,3.23,0.57,13.2,6,2
911,911,9.1,0.28,0.46,9,0.114,3,9,3.18,0.6,10.9,6,2
912,912,10,0.46,0.44,2.9,0.065,4,8,3.33,0.62,12.2,6,2
913,913,9.4,0.395,0.46,4.6,0.094,3,10,3.27,0.64,12.2,7,3
914,914,7.3,0.305,0.39,1.2,0.059,7,11,3.29,0.52,11.5,6,2
915,915,8.6,0.315,0.4,2.2,0.079,3,6,3.27,0.67,11.9,6,2
916,916,5.3,0.715,0.19,1.5,0.161,7,62,3.62,0.61,11,5,2
917,917,6.8,0.41,0.31,8.8,0.084,26,45,3.38,0.64,10.1,6,2
918,918,8.4,0.36,0.32,2.2,0.081,32,79,3.3,0.72,11,6,2
919,919,8.4,0.62,0.12,1.8,0.072,38,46,3.38,0.89,11.8,6,2
920,920,9.6,0.41,0.37,2.3,0.091,10,23,3.24,0.56,10.5,5,2
921,921,8.4,0.36,0.32,2.2,0.081,32,79,3.3,0.72,11,6,2
922,922,8.4,0.62,0.12,1.8,0.072,38,46,3.38,0.89,11.8,6,2
923,923,6.8,0.41,0.31,8.8,0.084,26,45,3.38,0.64,10.1,6,2
924,924,8.6,0.47,0.27,2.3,0.055,14,28,3.18,0.8,11.2,5,2
925,925,8.6,0.22,0.36,1.9,0.064,53,77,3.47,0.87,11,7,3
926,926,9.4,0.24,0.33,2.3,0.061,52,73,3.47,0.9,10.2,6,2
927,927,8.4,0.67,0.19,2.2,0.093,11,75,3.2,0.59,9.2,4,1
928,928,8.6,0.47,0.27,2.3,0.055,14,28,3.18,0.8,11.2,5,2
929,929,8.7,0.33,0.38,3.3,0.063,10,19,3.3,0.73,12,7,3
930,930,6.6,0.61,0.01,1.9,0.08,8,25,3.69,0.73,10.5,5,2
931,931,7.4,0.61,0.01,2,0.074,13,38,3.48,0.65,9.8,5,2
932,932,7.6,0.4,0.29,1.9,0.078,29,66,3.45,0.59,9.5,6,2
933,933,7.4,0.61,0.01,2,0.074,13,38,3.48,0.65,9.8,5,2
934,934,6.6,0.61,0.01,1.9,0.08,8,25,3.69,0.73,10.5,5,2
935,935,8.8,0.3,0.38,2.3,0.06,19,72,3.39,0.72,11.8,6,2
936,936,8.8,0.3,0.38,2.3,0.06,19,72,3.39,0.72,11.8,6,2
937,937,12,0.63,0.5,1.4,0.071,6,26,3.07,0.6,10.4,4,1
938,938,7.2,0.38,0.38,2.8,0.068,23,42,3.34,0.72,12.9,7,3
939,939,6.2,0.46,0.17,1.6,0.073,7,11,3.61,0.54,11.4,5,2
940,940,9.6,0.33,0.52,2.2,0.074,13,25,3.36,0.76,12.4,7,3
941,941,9.9,0.27,0.49,5,0.082,9,17,3.19,0.52,12.5,7,3
942,942,10.1,0.43,0.4,2.6,0.092,13,52,3.22,0.64,10,7,3
943,943,9.8,0.5,0.34,2.3,0.094,10,45,3.24,0.6,9.7,7,3
944,944,8.3,0.3,0.49,3.8,0.09,11,24,3.27,0.64,12.1,7,3
945,945,10.2,0.44,0.42,2,0.071,7,20,3.14,0.79,11.1,7,3
946,946,10.2,0.44,0.58,4.1,0.092,11,24,3.29,0.99,12,7,3
947,947,8.3,0.28,0.48,2.1,0.093,6,12,3.26,0.62,12.4,7,3
948,948,8.9,0.12,0.45,1.8,0.075,10,21,3.41,0.76,11.9,7,3
949,949,8.9,0.12,0.45,1.8,0.075,10,21,3.41,0.76,11.9,7,3
950,950,8.9,0.12,0.45,1.8,0.075,10,21,3.41,0.76,11.9,7,3
951,951,8.3,0.28,0.48,2.1,0.093,6,12,3.26,0.62,12.4,7,3
952,952,8.2,0.31,0.4,2.2,0.058,6,10,3.31,0.68,11.2,7,3
953,953,10.2,0.34,0.48,2.1,0.052,5,9,3.2,0.69,12.1,7,3
954,954,7.6,0.43,0.4,2.7,0.082,6,11,3.44,0.54,12.2,6,2
955,955,8.5,0.21,0.52,1.9,0.09,9,23,3.36,0.67,10.4,5,2
956,956,9,0.36,0.52,2.1,0.111,5,10,3.31,0.62,11.3,6,2
957,957,9.5,0.37,0.52,2,0.088,12,51,3.29,0.58,11.1,6,2
958,958,6.4,0.57,0.12,2.3,0.12,25,36,3.47,0.71,11.3,7,3
959,959,8,0.59,0.05,2,0.089,12,32,3.36,0.61,10,5,2
960,960,8.5,0.47,0.27,1.9,0.058,18,38,3.16,0.85,11.1,6,2
961,961,7.1,0.56,0.14,1.6,0.078,7,18,3.27,0.62,9.3,5,2
962,962,6.6,0.57,0.02,2.1,0.115,6,16,3.38,0.69,9.5,5,2
963,963,8.8,0.27,0.39,2,0.1,20,27,3.15,0.69,11.2,6,2
964,964,8.5,0.47,0.27,1.9,0.058,18,38,3.16,0.85,11.1,6,2
